Record ID,Company name,England Regions (DFE) ,Customer type - Primary,Customer type - RE,Primary Subscription Start Date,Primary Subscription End Date,Legacy Flagship,Post code,Postcode (DFE),latitude,longitude,School 1,Distance to School 1 (miles),School 1 Type,School 1 Record ID,School 2,Distance to School 2 (miles),School 2 Type,School 2 Record ID,School 3,Distance to School 3 (miles),School 3 Type,School 3 Record ID,School 4,Distance to School 4 (miles),School 4 Type,School 4 Record ID,School 5,Distance to School 5 (miles),School 5 Type,School 5 Record ID
6814977124,Manadon Vale Primary School,South West,Primary Legacy,,04/04/2019,,,PL5 3DL,PL5 3DL,50.4023101,-4.136943,Widey Court Primary School,0.38435588390480013,Primary SaaS,6814283916,Courtlands School,0.38435588390480013,Primary SaaS,6814822686,Pennycross Primary School,0.7094790191483497,Primary SaaS,6814991772,Shakespeare Primary School,0.952334170117452,Primary SaaS,6814992528,Hyde Park Infants' School,1.0799197311315663,Primary SaaS,6814991735
6814977795,The Portfields School,South East,Primary Legacy,RE Legacy,16/07/2018,,,MK16 8PS,MK16 8PS,52.0891565,-0.7451163,Cedars Primary School,0.8887602317913117,Primary SaaS,6814897452,Great Linford Primary School,1.5451331582219674,Primary SaaS,6608966662,Wood End Infant & Pre-School,1.8930483654580605,Primary SaaS,6814823308,Willen Primary School,1.9931506961986225,Primary SaaS,6814897478,Southwood School,2.565962380211832,Primary SaaS,6814297607
6814283393,Cadbury Heath Primary School,South West,Primary Legacy,,15/01/2018,,,BS30 8GB,BS30 8GB,51.4509125,-2.4829988,Neptune School,0.6145662595046024,Primary SaaS,16378858348,Courtney Primary School,0.7250347790888189,Primary SaaS,6814898212,St Anne's CE VC Primary School,0.9299678007618937,Primary SaaS,6816015725,The Park Primary School,0.9952151210111491,Primary SaaS,6814852481,Beacon Rise Primary School,1.088050819977882,Primary SaaS,6814809223
6814960162,Compass Point South Street School & Children's Centre,South West,Primary Legacy,,20/10/2015,,,BS3 3AU,BS3 3AU,51.43888429,-2.606465044,Luckwell Primary School,0.27714389395218014,Primary SaaS,6814300052,Southville Primary School,0.31859430450083037,Primary SaaS,6814777746,Ashton Vale Primary School,0.9561057579709097,Primary SaaS,6815009103,Cheddar Grove Primary School,1.0714309311335977,Primary SaaS,6608950155,Knowle DGE Academy,1.08620133278555,Primary SaaS,6814989850
6815022381,Shoscombe Church of England V.A. Primary School,South West,Primary Legacy,,22/05/2018,,,BA2 8NB,BA2 8NB,51.3039787,-2.4074694,Peasedown St John Primary School,1.1915728388761369,Primary SaaS,6814943284,St Mary's Church of England Primary School,1.3450882544988836,Primary SaaS,6814946073,St Nicholas Church School,1.9293351357205504,Primary SaaS,6595685285,Kilmersdon Church of England Primary School,2.5955390205930255,Primary SaaS,6814853496,Welton Primary School,3.009216147924281,Primary SaaS,6816015722
6608981001,Oakley Vale Primary School,East Midlands,Primary Legacy,,07/06/2017,,,NN18 8RH,NN18 8RH,52.4681603,-0.7041548,Kingswood Primary Academy,0.9139138774061287,Primary SaaS,6595642985,Hazel Leys Academy,1.0621083995349017,Primary SaaS,6814822267,Exeter A Learning Community,1.1218141256272158,Primary SaaS,21433000360,Corby Old Village Primary School,1.8422216264604796,Primary SaaS,6814898029,Rockingham Primary School,2.1010082044444194,Primary SaaS,6814900650
6814257459,The Royal Wolverhampton School,West Midlands,Primary Legacy,RE Legacy,08/12/2020,,,WV3 0EG,WV3 0EG,52.5730674,-2.1406609,Grove Primary Academy,0.9081399466063793,Primary SaaS,6814259099,Uplands Junior School,1.1638110145653164,Primary SaaS,6815997490,Westacre Infant School,1.4083887512932847,Primary SaaS,6608980917,Penn Fields School,1.6257659485771154,Primary SaaS,6608929822,Newbridge Preparatory School,1.6809576182003965,Primary SaaS,6814899872
6608950323,New Christ Church CE Primary School,South East,Primary Legacy,RE Legacy,22/07/2014,,,RG2 0AY,RG2 0AY,51.4437541,-0.967353025,The Palmer Primary Academy,0.40601041787027403,Primary SaaS,6814912286,St Mary & All Saints Church of England Primary School,0.9228284337019329,Primary SaaS,6815998267,St John's CE Primary School,0.971827721510377,Primary SaaS,6595689556,All Saints Junior School,1.0689567553034194,Primary SaaS,6595677203,Civitas Academy,1.1996841002137966,Primary SaaS,6814958736
6608980740,Whitefield Primary School,North West,Primary Legacy,,16/01/2020,,,PR1 0RH,PR1 0RH,53.741807,-2.7390091,Walton-le-Dale Primary School,2.713595141424367,Primary SaaS,6608929454,Fishwick Primary School,3.424348294151302,Primary SaaS,6595691386,Oakfield House School,4.021428870562351,Primary SaaS,6814988622,Bretherton Endowed CE Primary School,4.969060413388144,Primary SaaS,6814898823,Euxton St Mary's Catholic Primary School Euxton,5.687992035706076,Primary SaaS,6814417558
6608966658,Broomwood Primary School,North West,Primary Legacy,,05/02/2020,,,WA15 7JU,WA15 7JU,53.3920715,-2.308804,Cloverlea Primary School,0.4574437653532352,Primary SaaS,6814865291,Sacred Heart Catholic Primary School,0.7961511514806433,Primary SaaS,6595689394,Stamford Park Primary School,1.4846994376745961,Primary SaaS,6814197048,St. Ambrose Preparatory School,1.5499116837531859,Primary SaaS,6814924468,Hale Preparatory School,1.6126801220715694,Primary SaaS,6816075525
6608929456,Cathedral Primary School,South West,Primary Legacy,,05/07/2017,,,BS1 5TS,BS1 5TS,51.45101308,-2.602129575,Willow Park CofE Primary School,0.4226858320179695,Primary SaaS,6814810384,Southville Primary School,0.541522667149348,Primary SaaS,6814777746,Cotham Gardens Primary School,1.0253340260438255,Primary SaaS,6814254734,Luckwell Primary School,1.0429564453702993,Primary SaaS,6814300052,Clifton College The Pre-Preparatory School,1.1611157802898415,Primary SaaS,6816030024
6595668663,Alwyn Infant & Nursery School,South East,Primary Legacy,RE Legacy,07/12/2015,,,SL6 6EU,SL6 6EU,51.5286538,-0.7454988,Furze Platt Infant School,0.1984164340854088,Primary SaaS,6814810151,St Piran's School,0.57533892506703,Primary SaaS,6595689504,Claires Court Junior Girls,0.6443894210095533,Primary SaaS,7103628345,Boyne Hill C of E Infant and Nursery School,0.7311856534960203,Primary SaaS,6814286729,Highfield Preparatory School,0.8793384217575694,Primary SaaS,6814297216
6595685298,Gunness And Burringham CE Primary School,Yorkshire and The Humber,Primary Legacy,RE Legacy,03/05/2018,,,DN17 3LT,DN17 3LT,53.5851514,-0.7279291,Castles Education,2.525417266231172,Primary SaaS,6814898591,Enderby Road Infant School,2.958036262102904,Primary SaaS,6814415192,West Butterwick CofE Primary School,2.99763807862634,Primary SaaS,6895269427,St Martin's Church of England Primary School,2.99763807862634,Primary SaaS,6814778414,Bushfield Infant School,3.172921331426643,Primary SaaS,6814882373
6595685266,Lea C. of E. Primary School,West Midlands,Primary Legacy,,20/05/2020,,,HR9 7JY,HR9 7JY,51.8947084,-2.5014112,Weston-Under-Penyard CE Primary School,1.592106348116935,Primary SaaS,6814851169,St Joseph's RC Primary School,3.68031460023447,Primary SaaS,6608974406,Ashfield Park Primary School,3.9006904708370103,Primary SaaS,6814945107,Walford Primary School,3.9365445838349746,Primary SaaS,6816030077,Lydbrook Primary School,5.203036168636796,Primary SaaS,6814373662
6595644289,St Mary's Catholic Primary School,North East,Primary Legacy,,21/09/2020,,,NE32 4AW,NE32 4AW,54.9639201,-1.470976,Monkton Infant School,0.6862461240369964,Primary SaaS,6595677083,Biddick Hall Infant and Nursery School,0.9421277046411061,Primary SaaS,6815007865,Biddick Hall Junior School,1.1157766267136375,Primary SaaS,6595635355,Holy Trinity Church of England Academy,1.1323462641178834,Primary SaaS,6814957834,Hebburn Lakes Primary School,1.5959835470263026,Primary SaaS,6608966660
6595689500,Lyncrest Primary School Northampton,East Midlands,Primary Legacy,,28/06/2019,,,NN5 5PE,NN5 5PE,52.243772,-0.9288322,Chiltern Primary School,0.31423591023506003,Primary SaaS,6814296398,Kings Heath Primary Academy,0.8962794096501532,Primary SaaS,6814867811,Upton Meadows Primary School,0.9707831258854908,Primary SaaS,6814883845,St Luke's C.E.V.A Primary School,1.113975251828365,Primary SaaS,6814963466,The Duston School,1.1623928873033167,Primary SaaS,6814376842
6595639600,Woodlands Nursery And Infant School,West Midlands,Primary Legacy,,19/07/2016,,,B90 2PX,B90 2PX,52.39908485,-1.825743554,Shirley Heath Junior School,0.45610887486770996,Primary SaaS,6595677214,Tudor Grange Primary Academy St James,0.6169641105915048,Primary SaaS,6814994580,Haslucks Green Junior School,0.9811466293231459,Primary SaaS,6814927996,Mill Lodge Primary School,1.1825639701500121,Primary SaaS,6815999524,Cheswick Green Primary School,1.3609226385692106,Primary SaaS,6814808644
6815006729,St Andrew's C of E VA Primary School,South West,Primary Legacy,RE Legacy,13/04/2016,,,SP7 0PF,SP7 0PF,50.9509052,-2.1957068,Coombe House School,4.040499171557599,Primary SaaS,7303297716,Shaftesbury Church of England Primary School,4.237640858855731,Primary SaaS,6815007083,Shillingstone C.E. V.A. Primary School,4.477749381256363,Primary SaaS,6814977542,Ludwell Primary School,4.505786502775562,Primary SaaS,6814776927,Port Regis School,4.865755755631952,Primary SaaS,6595644261
6814867123,Christ Church CE Primary School,South West,Primary Legacy,,23/04/2018,,,BS15 3LA,,51.44316687,-2.5198005,Beacon Rise Primary School,0.8930833800516257,Primary SaaS,6814809223,Broomhill Infant & Nursery School,0.9106735703205979,Primary SaaS,6814791577,The Kingfisher School,1.1183160985574203,Primary SaaS,6814913045,Longwell Green Primary School,1.1616870287360948,Primary SaaS,6816014676,Wicklea Academy,1.2201641001263355,Primary SaaS,6608980992
6814959261,Emmbrook Junior School,South East,Primary Legacy,RE Legacy,18/10/2019,,,RG41 1JR,RG41 1JR,51.4233199,-0.85295,St Cecilia's CE Primary School,0.4198804111176713,Primary SaaS,10424057119,The Hawthorns Primary School,0.683727067135714,Primary SaaS,6814989848,St Paul's C of E Junior School,0.74036085823075,Primary SaaS,6814854793,All Saints Church of England Primary School,1.3161403337823012,Primary SaaS,6814865416,Keep Hatch Primary School,1.3582076868685957,Primary SaaS,6814300204
6595702879,Whetstone Field Primary School,West Midlands,Primary Legacy,,07/07/2019,,,WS9 0HJ,WS9 0HJ,52.5950009,-1.9175015,Cooper & Jordan CEVA Primary School,0.7061237538966668,Primary SaaS,6814882710,Leighswood School,1.128849176659671,Primary SaaS,6814866522,Manor Primary School,1.8440829811067116,Primary SaaS,6814980956,Elmwood School,1.9174018298721085,Primary SaaS,6816013124,Park Hall Junior Academy,2.2059811542778966,Primary SaaS,6814902890
6814942022,Blue Coat Primary School,South West,Primary Legacy,,16/03/2015,,,GL12 7BD,GL12 7BD,51.6352806,-2.3540587,Charfield Primary School,2.228311633807773,Primary SaaS,6815999015,Alexander Hosea Primary School,3.3732536218143183,Primary SaaS,6814199325,St Andrew's CE VC Primary School,4.089363027657276,Primary SaaS,6814869338,Cam Woodfield Junior School,4.445394610213452,Primary SaaS,6814885745,Stone with Woodford C of E Primary School,4.67840736242687,Primary SaaS,6815026784
6814779143,Weston Primary School,North West,Primary Legacy,,14/10/2020,,,WA7 4RA,WA7 4RA,53.3204181,-2.7347859,Halton Lodge Primary School,1.0341322867696832,Primary SaaS,6814926520,Westfield Primary School,1.1513379021985364,Primary SaaS,6608966801,The Grange Academy,1.2602860544165622,Primary SaaS,6814881547,Frodsham Primary Academy,1.4280605601616057,Primary SaaS,6814374942,Halton School,1.8223520117337955,Primary SaaS,6814960021
6814869897,The Ridge Junior School,South West,Primary Legacy,,05/12/2016,,,BS37 7AP,BS37 7AP,51.54407006,-2.406421173,St Mary's CE Primary School,0.26201879735653477,Primary SaaS,6814882112,Tyndale Primary School,0.7143318651774756,Primary SaaS,6608974111,St John's Mead CE VC Primary School,0.7328411833125347,Primary SaaS,6814851640,Raysfield Primary School,0.7605521694308987,Primary SaaS,6816031764,Woodlands Primary School,0.8199690825192298,Primary SaaS,6608973953
6814881689,Horton CofE VA Primary School,South West,Primary Legacy,,18/07/2017,,,BS37 6QP,BS37 6QP,51.5568695,-2.3439483,St John's Mead CE VC Primary School,2.563466374870616,Primary SaaS,6814851640,St Mary's CE Primary School,3.084831326555153,Primary SaaS,6814882112,Raysfield Primary School,3.1233227022444603,Primary SaaS,6816031764,Alexander Hosea Primary School,3.4454900613491506,Primary SaaS,6814199325,Tyndale Primary School,3.4841405950748436,Primary SaaS,6608974111
6814879839,Forest Oak School,West Midlands,Primary Legacy,,24/07/2017,,,B36 0UE,B36 0UE,52.49854255,-1.7480154,Kingshurst Primary School,0.23211594926627668,Primary SaaS,6815021058,Smithâ€™s Wood Primary Academy,0.36136608127336606,Primary SaaS,6814301834,Yorkswood School,0.5351816301205192,Primary SaaS,16035357736,Castle Bromwich Junior School,0.7490162130603424,Primary SaaS,6814284309,Castle Bromwich Infant and Nursery School,0.7733881785319427,Primary SaaS,6814929437
6814943381,Trinity St Stephen Church of England First School,South East,Primary Legacy,RE Legacy,16/07/2018,,,SL4 5DF,SL4 5DF,51.4818924,-0.6187949,The Queen Anne Royal Free CE First School,0.7548801545187237,Primary SaaS,6608980762,Eton Wick C of E First School,1.1178570762732718,Primary SaaS,6594996842,Eton End School,1.5623113060925282,Primary SaaS,6814778775,Montem Academy,1.8057477696874573,Primary SaaS,6814255176,Long Close School & Nursery,1.958258697249171,Primary SaaS,6814298259
6815006627,Winnersh Primary School,South East,Primary Legacy,RE Legacy,17/01/2017,,,RG41 5LH,RG41 5LH,51.43459165,-0.870663,St Cecilia's CE Primary School,1.3532521496674996,Primary SaaS,10424057119,The Hawthorns Primary School,1.399215855528489,Primary SaaS,6814989848,Reddam House,1.437962721777093,Primary SaaS,6608933531,St Nicholas CE Primary School,1.622013070357629,Primary SaaS,6814929409,Loddon Primary School,1.7592945173025951,Primary SaaS,6814372904
6814375336,St Julian's Church School,South West,Primary Legacy,,04/07/2018,,,BA2 8QS,BA2 8QS,51.32364525,-2.37249625,Aspire Academy,2.2503217992821236,Primary SaaS,6595644224,St Martin's Garden Primary School,2.3372430063568514,Primary SaaS,6814284174,Peasedown St John Primary School,2.5152590544671996,Primary SaaS,6814943284,St Philip's Church of England Primary School,2.6341879691338153,Primary SaaS,6595677216,Combe Down CofE Primary School,2.7153389137947515,Primary SaaS,6814297717
6608929857,Little Digmoor Primary School,North West,Primary Legacy,RE Legacy,12/09/2016,,,WN8 9NF,WN8 9NF,53.5382455,-2.7714531,Delph Side Community Primary School,0.5544981557993194,Primary SaaS,6595639592,Hillside Community Primary School,0.640020651027478,Primary SaaS,6608974168,Moorside Academy,0.8025175548478539,Primary SaaS,6814851374,St John's Catholic Primary School,0.9866760646493429,Primary SaaS,6814945465,Rainford CofE Primary School,2.5770393710594752,Primary SaaS,6814289166
6608974201,Beachborough School,South East,Primary Legacy,RE Legacy,12/05/2015,,,NN13 5LB,NN13 5LB,52.0150515,-1.0964013,Winchester House School,2.5053336538456437,Primary SaaS,6814852445,Waynflete Infants' School,2.574231342025454,Primary SaaS,6814372773,Buckingham Primary School,4.951979220306074,Primary SaaS,6814867798,Helmdon Primary School,5.432090826815413,Primary SaaS,6814868284,Lace Hill Academy,5.68296453048818,Primary SaaS,6814258723
6608949931,Bearwood Primary School,West Midlands,Primary Legacy,,04/02/2020,,,B66 4HB,B66 4HB,52.4777093,-1.9706473,Uplands Manor Primary School,0.5454067291752153,Primary SaaS,6814808759,George Dixon Primary School,0.5901900939556065,Primary SaaS,6814375340,Annie Lennard Primary School,0.6518843809469802,Primary SaaS,6814199726,Crocketts Community Primary School,0.9523008875916366,Primary SaaS,6814289175,St Matthew's Church of England Primary School,1.0855472266425676,Primary SaaS,6814375449
6595689384,Cathcart Street Primary School,North West,Primary Legacy,,31/10/2017,,,CH41 3JY,CH41 3JY,53.3951256,-3.0275525,St Werburgh's Catholic Primary School,0.6066917081152017,Primary SaaS,6815023281,Kingsway Primary School,1.1070828011687164,Primary SaaS,6595683710,Woodchurch Road Academy,1.1158522515589522,Primary SaaS,6595702874,Co-op Academy Portland,1.1537821992655222,Primary SaaS,6814912079,Mersey Park Primary School,1.1820619796417362,Primary SaaS,6814294827
6595683754,Boarshaw Community Primary School,North West,Primary Legacy,RE Legacy,08/09/2016,,,M24 2PB,M24 2PB,53.56103785,-2.1848443,St Luke's CE Primary School,2.079183201487013,Primary SaaS,6814372131,Christ Church CofE Primary School,2.2559392952501724,Primary SaaS,6814866320,Riverbank Primary School,2.522055140953928,Primary SaaS,6814256978,Yew Tree Community School,2.655875535775119,Primary SaaS,6814926857,St Hilda's CE Primary School,2.7155367050485815,Primary SaaS,6814993288
6595683731,Rushden Primary Academy,East Midlands,Primary Legacy,RE Legacy,08/06/2015,,,NN10 0YX,NN10 0YX,52.2789139,-0.5847878,South End Infant School,0.5897586663307286,Primary SaaS,6595702891,South End Junior School,0.5897586663307286,Primary SaaS,6815005290,Newton Road School,0.7675364834454248,Primary SaaS,6814930786,Whitefriars Primary School,1.082012626846709,Primary SaaS,6814297210,Denfield Park Primary School,1.1389461109469863,Primary SaaS,6814256959
6595677050,Wyke Regis Infant School and Nursery,South West,Primary Legacy,,13/11/2013,,,DT4 9LU,DT4 9LU,50.59602438,-2.478121375,Beechcroft St Pauls CE VA Primary School,1.3569734554711885,Primary SaaS,6608973852,Chickerell Primary Academy,2.0230051242519975,Primary SaaS,6815999896,St John's Church of England Primary School,2.4122117240948935,Primary SaaS,6814809927,Radipole Primary School,2.6038814422521317,Primary SaaS,6815009311,Bincombe Valley Primary School,3.70341891789119,Primary SaaS,19483376778
6814254608,Marsh School and Nursery School,South East,Primary Legacy,,05/07/2017,,,HP11 1RW,HP11 1RW,51.6177847,-0.721173,Beechview Academy,0.3797810743782463,Primary SaaS,6814254400,Crown House School,0.8180850731182775,Primary SaaS,6608929683,Hannah Ball Academy,0.9806445222501275,Primary SaaS,6595691368,Tylers Green Middle School,1.4425695092242636,Primary SaaS,6608974423,St Michael's Catholic School - High Wycombe Campus,1.4712317337712164,Primary SaaS,6814960435
6814288688,"St Paul's Catholic Primary School, Yate",South West,Primary Legacy,,19/12/2018,,,BS37 4EP,BS37 4EP,51.5356336,-2.4151724,Woodlands Primary School,0.12852287543279658,Primary SaaS,6608973953,Raysfield Primary School,0.4421328562041265,Primary SaaS,6816031764,St Mary's CE Primary School,0.554937481075193,Primary SaaS,6814882112,Tyndale Primary School,0.751101709080707,Primary SaaS,6608974111,Wellesley Primary School,0.826280150558608,Primary SaaS,6816031847
6814791791,Broadway Infant School,South West,Primary Legacy,RE Legacy,17/09/2015,,,BS37 7AD,BS37 7AD,51.54166615,-2.4055445,St Mary's CE Primary School,0.3220595900595511,Primary SaaS,6814882112,Raysfield Primary School,0.5939687780035425,Primary SaaS,6816031764,St John's Mead CE VC Primary School,0.5984499491885146,Primary SaaS,6814851640,Woodlands Primary School,0.7158263559966402,Primary SaaS,6608973953,Tyndale Primary School,0.7891596534931634,Primary SaaS,6608974111
6814930432,St Werburgh's Primary School Willow Site,South West,Primary Legacy,RE Legacy,04/02/2015,,,BS2 9US,BS2 9US,51.47039713,-2.573256633,St Barnabas Church of England VC Primary School,0.38030627383590776,Primary SaaS,6814980679,Bannerman Road Community Academy and Childrenâ€™s Centre,0.5271157373009964,Primary SaaS,6814377374,Cabot Primary School,0.6026706085891861,Primary SaaS,6814918014,The Dolphin School,0.7507259721569495,Primary SaaS,6814865496,Whitehall Primary School,0.8716955813741821,Primary SaaS,6814792270
6814992202,Hawkedon Primary School,South East,Primary Legacy,RE Legacy,16/09/2013,,,RG6 3AP,RG6 3AP,51.43019065,-0.90672935,Loddon Primary School,0.35375673111807104,Primary SaaS,6814372904,Aldryngton Primary School,1.0094523882839679,Primary SaaS,6816044294,Reddam House,1.3993206749795404,Primary SaaS,6608933531,Hillside Primary School,1.481728222865517,Primary SaaS,6814375060,Beechwood Primary School,1.5424331179946325,Primary SaaS,6814866793
6608966584,Woolton Primary School,North West,Primary Legacy,,25/11/2019,,,L25 5NN,L25 5NN,53.3780445,-2.8621218,Much Woolton Catholic Primary School,0.35177792615600756,Primary SaaS,6815020886,Belle Vale Community Primary,0.664798544650708,Primary SaaS,6814414766,St Gregory's Catholic Primary School,1.24873099843611,Primary SaaS,6814978149,Hunts Cross Primary School,1.4421669683971081,Primary SaaS,6814255687,Halewood C of E Primary School,1.6895849772159992,Primary SaaS,6815004524
